id,sex,employment,marital,income,social3
264108,0,unemployed,1,6317,0
264109,1,unemployed,0,6642,0
264110,1,employed,1,9582,0
264111,1,retired,1,6036,.085558675
264112,1,employed,1,12461,.47764513
264113,1,employed,0,17663,0
264114,0,retired,1,42349,0
264115,1,employed,1,10104,.4150832
264116,1,employed,1,10832,.53074241
264117,0,retired,1,13193,.22805336
264118,1,employed,1,50438,.77855283
264119,0,employed,1,9868,0
264120,1,student,0,0,.99896622
264121,1,employed,1,63347,.15121619
264122,1,unemployed,1,11939,0
264123,1,employed,1,10696,.34549165
264124,1,student,0,5338,.15701248
264125,1,employed,0,7444,.76495141
264126,1,employed,1,32965,.027003977
264127,1,employed,0,16754,0
264128,1,employed,1,31979,0
264129,1,employed,1,6087,.23325293
264130,0,retired,0,4171,0
264131,1,employed,1,8462,.37744644
264132,1,employed,1,5398,.79803395
264133,0,employed,1,7830,0
264134,1,employed,0,19256,.53989792
264135,1,employed,1,18261,0
264136,1,student,0,0,.51320022
264137,1,retired,0,25156,0
264138,0,employed,1,7230,.21780995
264139,1,student,0,0,.9044627
264140,1,employed,1,65447,.31407011
264141,1,employed,1,235608,.62030363
264142,0,employed,1,17658,.46415707
264143,1,employed,1,22403,.62561196
264144,0,employed,1,13131,0
264145,1,student,0,0,.8434068
264146,1,employed,1,11027,.71307427
264147,0,retired,1,5399,0
264148,1,employed,0,6684,0
264149,1,employed,1,113332,.27979735
264150,1,employed,0,15446,.5064407
264151,1,employed,1,5380,.63065523
264152,1,unemployed,0,6724,.83927345
264153,0,unemployed,0,8284,.36443308
264154,1,employed,1,10873,.55156225
264155,0,unemployed,1,0,.21333914
264156,0,student,0,0,.57090092
264157,1,employed,1,10697,.62615567
264158,1,employed,1,12113,.33636492
264159,1,employed,1,38729,0
264160,1,employed,1,14706,0
264161,0,student,0,0,.096505538
264162,1,employed,1,14488,0
264163,1,unemployed,1,7487,.68705118
264164,1,employed,0,45005,.58934575
264165,1,employed,1,13238,.10779297
264166,1,employed,0,20700,0
264167,1,employed,0,8222,.051389132
264168,1,employed,1,146621,.26429486
264169,1,student,0,0,.42214477
264170,1,employed,1,33384,.79045439
264171,0,retired,1,2925,0
264172,0,student,0,0,.90860569
264173,1,employed,1,7594,0
264174,1,employed,1,31813,.84852517
264175,0,unemployed,1,0,.78892988
264176,1,retired,1,19940,.24046257
264177,1,retired,1,3660,0
264178,1,employed,1,6255,.57556081
264179,0,employed,0,39821,0
264180,0,unemployed,0,17971,.44941941
264181,1,employed,1,6583,.58142585
264182,1,retired,1,7150,0
264183,1,employed,1,21532,.8724947
264184,1,unemployed,1,0,.58425647
264185,1,student,0,0,.72736084
264186,0,student,0,7639,.96234381
264187,1,employed,1,29701,.86553019
264188,0,unemployed,1,0,.52618301
264189,1,unemployed,1,10944,.14928041
264190,1,unemployed,1,0,0
264191,1,employed,1,12841,.11217237
264192,1,employed,0,6824,.6092785
264193,1,employed,1,30487,.29293683
264194,0,employed,1,7331,.73850328
264195,0,employed,1,10675,.55867124
264196,1,employed,1,10579,.8936733
264197,0,student,0,0,.92091835
264198,0,employed,1,22039,.71659911
264199,1,employed,0,18574,.04631431
264200,1,student,1,10925,.2800712
264201,0,student,0,0,.9445042
264202,1,unemployed,0,11969,.63840902
264203,1,retired,1,4956,.23217213
264204,1,employed,1,11932,.82557106
264205,1,employed,1,8084,.99768335
264206,1,student,0,0,.99044025
264207,1,employed,1,19975,.62772262
264208,1,retired,1,4357,.25483453
264209,1,student,0,13593,0
264210,1,employed,1,6681,.61272967
264211,1,employed,0,33283,0
264212,1,employed,1,13525,.21577784
264213,1,unemployed,1,0,0
264214,0,employed,1,6775,.61372882
264215,1,retired,1,6717,0
264216,0,employed,1,5165,0
264217,1,employed,1,9402,.72800255
264218,1,employed,1,5539,.52848011
264219,1,employed,1,10672,.97557485
264220,1,employed,1,6440,.53212661
264221,1,employed,0,28557,0
264222,1,employed,1,23279,.18743548
264223,0,unemployed,1,44076,.38705191
264224,1,employed,1,7386,.73855954
264225,1,retired,1,6770,0
264226,1,employed,1,8034,.54843915
264227,1,student,0,41102,.42679733
264228,1,employed,1,14750,0
264229,1,employed,1,21220,.55414283
264230,1,student,0,0,.98192191
264231,1,employed,1,10142,.12139578
264232,1,employed,1,23109,.67997909
264233,0,employed,0,10433,.39763689
264234,1,student,1,10491,.78039718
264235,1,student,0,0,.54000294
264236,1,employed,1,105017,0
264237,1,employed,0,8827,.61455965
264238,0,employed,0,8147,0
264239,1,employed,0,9863,.54621464
264240,1,employed,1,10323,.53861189
264241,1,retired,1,4104,.29232916
264242,0,student,0,0,.90425491
264243,1,employed,1,18592,.49198484
264244,0,employed,0,15232,.89038032
264245,1,employed,0,17318,.13516797
264246,0,employed,0,7678,.5098632
264247,1,employed,1,85045,.1418705
264248,1,employed,1,8787,.24609911
264249,1,employed,1,11748,.069771141
264250,1,retired,1,18613,0
264251,0,employed,1,4688,.69704807
264252,1,employed,0,8590,.89804387
264253,1,employed,1,39381,.27767822
264254,0,retired,0,6208,.39764538
264255,1,employed,1,49404,0
264256,1,unemployed,1,11421,0
264257,1,employed,0,8159,.80187798
264258,1,employed,1,9079,.52301627
264259,0,employed,1,12658,.40482345
264260,1,employed,1,9718,0
264261,1,student,0,0,.61182326
264262,1,student,0,0,.15141261
264263,1,unemployed,1,5507,0
264264,0,employed,1,12212,.70204967
264265,1,employed,1,11045,0
264266,0,employed,1,4250,.72480589
264267,1,student,0,28397,.84156632
264268,0,employed,1,4627,.15012263
264269,1,retired,0,3622,.033204865
264270,0,unemployed,0,0,.77156764
264271,1,student,0,0,.37162396
264272,1,employed,1,7291,.62568933
264273,1,retired,1,20070,0
264274,1,student,0,0,.87268525
264275,1,employed,0,16976,.076456822
264276,0,employed,1,24263,0
264277,1,employed,1,38406,.59438008
264278,0,student,0,0,0
264279,1,employed,0,7033,.012085686
264280,0,employed,1,18520,.62111485
264281,1,retired,1,9308,0
264282,1,unemployed,0,9494,0
264283,1,student,0,0,.87880713
264284,1,employed,1,6198,.36333317
264285,0,employed,1,8067,.90435874
264286,1,student,0,0,.76469076
264287,0,student,1,0,.85476768
264288,0,retired,1,2520,.14583769
264289,1,unemployed,1,14935,.63496906
264290,1,employed,1,46629,0
264291,1,employed,1,34576,0
264292,0,unemployed,0,0,0
264293,1,employed,0,6042,.53998059
264294,0,employed,1,9692,0
264295,1,retired,1,5723,.2411727
264296,1,employed,1,5643,.54193956
264297,1,employed,1,8745,.88968396
264298,1,employed,0,6532,.83668447
264299,1,unemployed,0,16768,.02700912
264300,1,employed,1,16600,.17408006
264301,1,employed,0,6648,.7204085
264302,1,student,0,0,.83435893
264303,0,retired,1,13383,0
264304,1,employed,1,5805,.29085413
264305,0,employed,1,13919,.19058545
264306,1,retired,0,5623,.10254593
264307,1,retired,1,9142,.26226547
264308,1,retired,1,6002,.23733425
264309,0,employed,1,5861,.16265213
264310,1,student,1,42434,.79309773
264311,0,student,0,0,0
264312,1,employed,1,54324,.548729
264313,1,employed,1,8828,.75911719
264314,1,employed,1,22437,.77917349
264315,1,employed,0,18418,0
264316,1,employed,0,36474,.20827799
264317,1,employed,1,9854,.42060095
264318,1,employed,0,16940,0
264319,0,unemployed,0,0,0
264320,0,employed,0,36772,.60310036
264321,0,employed,0,17759,.86974156
264322,1,employed,1,37362,.39548779
264323,1,retired,0,4507,.17018305
264324,1,employed,1,8527,.57574916
264325,1,student,0,0,.82666886
264326,1,employed,1,12781,.76945955
264327,1,student,0,0,.83992761
264328,0,unemployed,0,7803,0
264329,0,employed,1,14356,0
264330,1,employed,1,7778,0
264331,1,employed,0,106823,.2944203
264332,0,unemployed,1,0,.52360964
264333,1,employed,0,17323,.32726118
264334,1,student,0,0,.87560785
264335,0,retired,0,1994,.20042777
264336,0,employed,0,20488,0
264337,1,employed,1,6047,0
264338,1,student,0,0,.47233868
264339,1,employed,1,57314,.032236382
264340,1,retired,1,8842,.2645061
264341,1,employed,1,10387,.25728157
264342,1,employed,1,27460,0
264343,0,employed,1,7443,.60635549
264344,1,employed,0,7615,.33612233
264345,1,employed,0,13330,.82736444
264346,1,student,0,16389,.74700844
264347,1,employed,1,11477,.4810389
264348,0,student,0,23302,.75523806
264349,1,employed,0,10066,.7219106
264350,0,employed,1,29820,.047243815
264351,1,unemployed,1,0,.18924308
264352,1,employed,1,27791,.59114885
264353,0,employed,1,4072,.50972319
264354,0,retired,0,17321,0
264355,1,employed,1,7678,.59556103
264356,0,employed,0,25753,.94677258
264357,0,student,0,30487,.5965023
264358,1,student,1,0,.77513599
264359,1,employed,1,40353,0
264360,1,employed,1,8318,0
264361,0,employed,1,12760,0
264362,1,employed,1,103487,.037811801
264363,1,retired,1,9426,.32839641
264364,1,student,0,0,.87404227
264365,1,student,0,0,.86088061
264366,0,student,0,0,.85359353
264367,0,student,0,0,.70094001
264368,1,employed,1,6930,.4059329
264369,1,employed,1,15673,0
264370,1,employed,0,7326,.87585121
264371,1,retired,1,33841,.021126091
264372,1,student,0,9902,.9711166
264373,1,retired,1,3095,.23267028
264374,0,retired,1,16746,0
264375,1,unemployed,1,0,0
264376,1,unemployed,1,0,.65215737
264377,0,retired,1,5248,0
264378,1,student,0,0,.82868272
264379,1,employed,1,12182,.31697097
264380,1,retired,1,20433,.012965573
264381,1,employed,1,8969,.091501318
264382,1,student,1,10438,.92203695
264383,1,employed,1,248995,.35453269
264384,1,retired,0,4571,0
264385,1,employed,0,10306,.734101
264386,1,employed,1,8350,.055961054
264387,1,student,0,0,.069683649
264388,1,unemployed,1,7318,0
264389,0,employed,1,9820,.74246776
264390,0,unemployed,1,0,0
264391,1,employed,1,12086,.57413214
264392,1,employed,0,5581,.77808124
264393,1,employed,1,85925,0
264394,1,employed,1,28457,.2539624
264395,0,employed,1,10845,.57776755
264396,1,student,0,0,.83542919
264397,1,employed,1,12270,.10336749
264398,1,student,0,0,.2803525
264399,1,student,0,0,.84075207
264400,1,employed,0,260615,.46403748
264401,1,retired,1,1851,0
264402,1,employed,1,5859,0
264403,1,unemployed,1,14155,.75774097
264404,0,student,0,5089,.72807181
264405,1,employed,1,11094,.75824708
264406,1,employed,1,22287,.44916666
264407,0,retired,1,10205,.26526779
264408,1,employed,1,34741,.77956653
264409,1,employed,1,45925,0
264410,0,employed,1,24650,.82812577
264411,1,student,0,0,.98361158
264412,1,unemployed,0,7736,0
264413,1,student,1,12945,.94173998
264414,1,employed,0,102393,.79186046
264415,0,unemployed,1,0,.58336419
264416,1,employed,1,11005,.54306728
264417,1,unemployed,1,0,.5432263
264418,1,employed,1,77485,.57034045
264419,0,unemployed,1,0,.38726601
264420,0,employed,1,23272,.34092066
264421,0,retired,1,10456,0
264422,0,unemployed,0,0,0
264423,1,employed,0,7249,.13387844
264424,1,student,0,0,.61278957
264425,1,employed,0,9601,.31126875
264426,1,employed,1,17516,.85084671
264427,0,retired,1,5590,.32589787
264428,1,employed,0,9578,.63051611
264429,0,employed,1,11094,.28505933
264430,1,employed,1,18031,.23794341
264431,1,retired,1,8661,.37625828
264432,0,employed,1,4617,.68983984
264433,1,employed,0,13671,.65431434
264434,0,retired,0,6202,0
264435,1,unemployed,1,0,.15252173
264436,0,employed,1,15249,.2253297
264437,0,student,0,0,.67047793
264438,0,employed,1,5658,.21530677
264439,1,employed,0,53422,.58885127
264440,1,employed,1,35499,.12449758
264441,1,student,0,26610,.37593052
264442,0,unemployed,1,7668,0
264443,1,student,0,3372,.80981266
264444,0,employed,1,27344,.41723672
264445,1,employed,1,7430,0
264446,1,student,0,0,.96152234
264447,1,employed,0,6070,0
264448,1,employed,0,74428,0
264449,1,employed,1,22603,.34435788
264450,1,unemployed,0,0,.87166423
264451,1,student,0,19703,.25270364
264452,0,student,0,8563,.98134339
264453,0,student,0,9533,.22253683
264454,0,student,0,0,.73678434
264455,0,employed,0,24412,.34308875
264456,1,employed,0,10782,.53376633
264457,1,employed,1,17232,.17700128
264458,1,employed,0,8885,.64213204
264459,1,employed,1,7868,.7856316
264460,0,unemployed,0,0,.49598223
264461,1,unemployed,1,0,.97602886
264462,1,employed,0,15913,.57229924
264463,1,employed,1,17996,0
264464,1,employed,0,11759,.84110862
264465,0,student,0,5354,.52898842
264466,1,employed,0,13826,.23996083
264467,1,employed,1,9966,0
264468,1,student,0,9658,.82258129
264469,1,employed,1,63924,.14876126
264470,1,employed,1,9717,.08896748
264471,1,unemployed,0,0,.5296281
264472,1,employed,1,7954,.94753736
264473,1,retired,0,5413,.25449517
264474,1,employed,1,11219,.54420727
264475,1,employed,1,12803,.92464435
264476,0,employed,1,14496,0
264477,1,employed,1,11026,0
264478,1,employed,1,18623,.92220956
264479,1,employed,0,35219,.85879296
264480,1,employed,0,9545,.56539679
264481,1,employed,1,8854,.64182496
264482,1,employed,1,5980,.50952137
264483,1,employed,1,23438,.31228966
264484,1,student,0,0,.90429312
264485,0,employed,1,7068,.19205701
264486,1,employed,0,5672,.52907079
264487,1,employed,1,21799,0
264488,1,employed,1,7434,.26105201
264489,1,employed,0,5773,.015460812
264490,1,employed,1,10006,.90439767
264491,1,employed,1,7054,.70717585
264492,0,student,0,0,.95826876
264493,1,retired,0,932,0
264494,1,student,0,4993,.46892324
264495,0,unemployed,1,13970,.7952323
264496,1,employed,1,26666,.57962823
264497,0,student,1,0,.5093323
264498,1,employed,1,22594,.081719004
264499,1,unemployed,1,7623,0
264500,0,employed,1,6174,.62341243
264501,0,employed,1,9579,.87199116
264502,1,retired,0,55674,.25140125
264503,0,retired,0,5549,0
264504,1,employed,1,14721,.33373654
264505,1,employed,1,52118,.53000683
264506,1,employed,1,103093,0
264507,1,employed,1,5972,.83073843
264508,1,employed,1,165789,.35341859
264509,0,employed,0,12430,0
264510,0,employed,0,47604,.11498444
264511,0,employed,1,5545,0
264512,1,employed,0,24432,.61051935
264513,1,employed,0,27362,.5979538
264514,1,employed,1,67269,.52132165
264515,1,employed,1,12604,0
264516,1,employed,1,10464,.89053351
264517,1,employed,1,11757,.44614521
264518,1,employed,1,11846,.080597334
264519,1,employed,1,11431,0
264520,0,employed,1,16089,.81825417
264521,1,employed,0,6793,.8043353
264522,1,employed,1,15365,.50313789
264523,0,student,0,11183,.03900766
264524,1,student,0,23129,.37816793
264525,1,employed,1,10254,.81855857
264526,1,student,0,0,.56695008
264527,1,student,1,0,.8663913
264528,1,employed,0,6437,.58745044
264529,1,unemployed,1,18739,.78480959
264530,1,student,0,4467,.83711666
264531,1,retired,1,11331,.22232647
264532,0,employed,0,11150,.52050734
264533,1,employed,0,9843,.85385299
264534,1,employed,1,5905,.81190825
264535,1,student,0,0,.4885166
264536,1,employed,0,26754,.80734241
264537,1,student,0,0,.85926926
264538,1,retired,1,24213,.32534453
264539,1,employed,1,10838,.68789637
264540,1,employed,0,15735,.32577059
264541,1,employed,1,5843,0
264542,1,employed,0,24836,0
264543,1,employed,1,9863,.40268952
264544,0,employed,0,23771,.74303657
264545,1,employed,1,11724,.24243963
264546,0,student,0,0,.84419942
264547,1,employed,0,99167,.83748269
264548,1,employed,1,7940,.46256864
264549,1,employed,1,7147,0
264550,1,retired,0,5714,.033100851
264551,1,retired,1,6842,0
264552,1,employed,1,5306,0
264553,1,employed,1,7115,.2906861
264554,1,employed,1,42433,.86111784
264555,1,employed,1,75984,.30961841
264556,1,employed,1,8377,0
264557,1,employed,1,18929,0
264558,0,student,0,0,.87426937
264559,1,student,0,46718,.86159092
264560,1,employed,1,31187,.51133418
264561,1,employed,1,10395,0
264562,1,employed,0,109252,.42886877
264563,0,employed,1,13354,.82715929
264564,1,unemployed,0,0,.62591612
264565,1,retired,1,7040,.076181747
264566,0,employed,0,10374,.78002703
264567,1,employed,1,10398,.84161526
264568,1,employed,1,11326,.21295968
264569,1,student,1,12483,.75867647
264570,1,employed,1,13914,.92911363
264571,1,employed,1,11789,.11025424
264572,1,retired,1,4630,.19468257
264573,0,employed,0,11422,.65181965
264574,0,student,0,3418,.52989781
264575,0,employed,1,7860,.93068844
264576,1,employed,0,14711,0
264577,1,employed,1,20073,.99590892
264578,1,student,0,0,.66664487
264579,1,employed,1,16147,.68991846
264580,0,unemployed,0,46383,0
264581,1,employed,1,7833,.99446499
264582,1,unemployed,1,10124,.25067806
264583,0,employed,1,4846,.71438408
264584,1,employed,1,13738,.20481867
264585,0,unemployed,1,7185,.30508855
264586,1,employed,0,15580,.10119081
264587,1,unemployed,0,0,.5642361
264588,1,employed,0,20046,.92377603
264589,1,employed,1,27011,.64232969
264590,0,retired,0,3835,0
264591,0,student,0,18394,.40620944
264592,0,retired,1,3775,.26797098
264593,1,student,0,0,.87434185
264594,1,unemployed,0,9254,.18664253
264595,1,employed,1,13279,0
264596,1,retired,0,5667,0
264597,1,employed,1,13120,.096118189
264598,1,student,1,4853,.97214127
264599,1,retired,1,4481,0
264600,1,employed,0,7202,.31604537
264601,1,student,0,7887,0
264602,1,employed,1,15249,.65735453
264603,0,employed,1,17035,.61247075
264604,1,employed,1,15409,.53802466
264605,1,student,0,0,.85556662
264606,1,employed,1,34905,.49063486
264607,1,employed,0,8224,0
264608,0,student,1,0,.27854264
264609,0,employed,0,13826,.50338209
264610,1,employed,1,23550,.73888755
264611,1,unemployed,1,0,.36491773
264612,0,student,0,0,.53805822
264613,1,student,0,38107,.99279583
264614,1,employed,1,9508,.71610886
264615,1,employed,0,26729,.1826413
264616,0,employed,1,9420,.52708215
264617,1,employed,1,11370,.66469133
264618,1,employed,1,10594,.71225655
264619,1,employed,0,38136,0
264620,0,retired,1,10084,0
264621,1,employed,1,12510,.77663839
264622,1,student,0,0,.95437491
264623,1,employed,1,15169,0
264624,1,employed,1,12620,.56737393
264625,0,employed,0,9967,0
264626,0,student,0,50204,.7887035
264627,1,employed,1,9940,.44814748
264628,0,employed,1,8075,.58160549
264629,1,employed,1,23359,.52298003
264630,1,employed,0,15477,.60668677
264631,0,retired,1,4484,0
264632,1,employed,1,44594,.54449689
264633,1,employed,1,8986,.50205141
264634,0,employed,0,31949,0
264635,0,student,0,0,.89064932
264636,0,employed,1,13686,0
264637,1,employed,1,23812,0
264638,0,employed,0,8744,.64527714
264639,1,employed,1,10735,.88260806
264640,1,employed,0,8191,.54908901
264641,0,student,0,0,.87322998
264642,1,employed,1,114966,.71388263
264643,1,employed,0,11679,.34424174
264644,1,student,0,9122,.81569886
264645,1,employed,0,10373,.16369094
264646,1,employed,1,32095,.62315488
264647,1,unemployed,1,14827,.52867401
264648,0,employed,1,15041,.54166335
264649,1,retired,1,7954,.14233103
264650,1,employed,1,7857,.53448814
264651,1,employed,0,86932,.58868641
264652,1,retired,1,10386,.27749586
264653,0,unemployed,1,9460,.76210523
264654,1,student,0,38695,.1294263
264655,1,employed,1,15184,0
264656,1,employed,1,10766,0
264657,0,employed,1,4334,.65142137
264658,1,employed,1,8536,.76362914
264659,1,unemployed,1,0,.64155155
264660,0,employed,1,9562,0
264661,1,unemployed,1,0,.47575313
264662,1,student,0,0,.74537271
264663,1,student,0,0,.84051812
264664,1,employed,0,11769,0
264665,1,student,1,3785,.95953143
264666,1,student,0,0,.21174935
264667,0,employed,0,66898,.51980126
264668,0,student,0,0,.73545384
264669,1,employed,1,12030,.18810034
264670,1,employed,1,6392,.99084437
264671,1,employed,0,18052,.44726762
264672,1,retired,1,8555,.15448524
264673,0,unemployed,1,0,0
264674,1,unemployed,1,18348,.89663458
264675,1,employed,0,8254,.52503514
264676,1,retired,0,13619,0
264677,0,unemployed,1,8572,.8319484
264678,1,employed,1,224629,.093356736
264679,1,retired,0,5908,0
264680,1,retired,0,10248,.28329235
264681,1,retired,0,13043,.20322731
264682,1,employed,1,7215,.010958496
264683,0,employed,1,113590,.21703121
264684,0,employed,1,4228,.75619739
264685,1,employed,1,8330,.31169853
264686,1,employed,0,18182,.49917319
264687,0,employed,1,18047,.84254056
264688,1,student,0,41061,.79703993
264689,1,employed,1,16113,.054146796
264690,0,retired,0,29782,.24784867
264691,1,retired,1,5484,.043909196
264692,1,employed,1,21711,.70625848
264693,0,employed,1,27083,.60842741
264694,1,employed,0,9911,.19952586
264695,1,student,0,0,.75932473
264696,0,employed,0,35067,.62218881
264697,1,student,1,0,.67702341
264698,1,employed,1,6290,.5153771
264699,0,unemployed,1,0,.58169329
264700,0,employed,0,21428,.30126771
264701,1,employed,1,8393,0
264702,1,employed,1,9953,.67320842
264703,1,employed,1,11056,.56732208
264704,0,employed,1,6872,0
264705,1,employed,0,8274,.77854991
264706,1,employed,1,456973,.081151962
264707,1,employed,1,13408,.62039632
264708,1,student,0,6785,0
264709,1,retired,1,15032,.22295777
264710,1,student,0,0,.66394556
264711,1,employed,1,50664,.61457109
264712,1,employed,1,11750,0
264713,1,student,0,20478,.86389363
264714,1,unemployed,1,0,0
264715,1,employed,0,7651,0
264716,1,employed,0,7565,.47771144
264717,0,student,0,24153,.96201253
264718,0,employed,1,8572,.18348925
264719,0,employed,1,21713,0
264720,1,student,0,0,.87076014
264721,1,employed,1,53059,0
264722,1,employed,0,29205,0
264723,1,unemployed,1,0,.67136568
264724,1,employed,1,7614,.33976635
264725,0,employed,0,22624,.035115045
264726,1,employed,1,15459,.69897944
264727,1,employed,1,27795,.9652791
264728,1,employed,0,66834,.62550181
264729,1,employed,1,51594,.39762107
264730,1,retired,1,58296,.34749001
264731,1,employed,1,8013,.30580619
264732,1,retired,1,5485,0
264733,1,unemployed,1,17195,.7810232
264734,1,employed,1,10048,.63798898
264735,1,employed,0,396933,.020233234
264736,1,retired,0,4763,.22358473
264737,0,student,1,0,.96399546
264738,1,student,0,21352,.96184409
264739,1,employed,0,6861,.55517811
264740,1,unemployed,1,0,.86558187
264741,0,employed,1,47674,.95796901
264742,1,employed,0,8109,.87188256
264743,1,student,0,33411,.95517367
264744,1,employed,1,52658,.6192041
264745,1,retired,0,5823,.29967308
264746,1,employed,0,19097,.95337236
264747,1,retired,1,4189,.23287515
264748,1,employed,1,7876,.58973199
264749,1,student,0,0,.21396253
264750,1,retired,1,9714,.29273722
264751,1,employed,1,8758,.65275162
264752,1,employed,1,9631,.9304052
264753,1,employed,1,6164,.84081584
264754,1,employed,0,46837,.6425637
264755,1,retired,1,6100,.20634444
264756,1,employed,1,12983,.094141424
264757,1,employed,1,16990,.28579819
264758,1,employed,1,17295,0
264759,1,employed,1,12749,.50042158
264760,1,employed,1,22903,.84883469
264761,1,employed,0,11071,.86177063
264762,0,employed,1,7416,.43407273
264763,1,retired,0,51511,.21279922
264764,1,employed,0,6047,.56464064
264765,0,employed,1,30707,.68310738
264766,0,student,1,0,.17369297
264767,0,employed,1,38376,.5067324
264768,1,employed,1,12105,.11157606
264769,0,employed,1,13771,.94360119
264770,1,employed,0,7158,.62304395
264771,0,employed,1,329737,.21169463
264772,1,employed,1,9491,0
264773,0,unemployed,1,17350,.81102633
264774,0,retired,0,8467,.27760977
264775,0,retired,1,2320,.13023105
264776,1,employed,1,10563,0
264777,1,employed,0,8307,.44584784
264778,0,unemployed,1,10388,.81936324
264779,0,retired,1,4072,0
264780,0,employed,1,9051,.62279773
264781,1,retired,0,4189,0
264782,0,student,1,0,.8241719
264783,1,retired,0,6889,.074098445
264784,1,retired,0,8689,.24339883
264785,0,student,0,3327,.92526978
264786,0,employed,1,9249,.71426505
264787,1,employed,1,12478,.55843151
264788,1,employed,1,10799,.097329877
264789,0,employed,1,11910,0
264790,1,employed,1,20080,.88237208
264791,0,employed,1,64729,.028827393
264792,0,employed,0,106364,.91652906
264793,0,employed,0,13745,.67484736
264794,0,student,0,0,.87326062
264795,0,employed,0,34378,.57848716
264796,0,employed,1,7137,0
264797,1,employed,0,30598,.7224533
264798,0,retired,1,6069,.10404091
264799,1,employed,1,244596,.7335968
264800,1,retired,1,4343,.22429661
264801,1,retired,1,4648,.32006973
264802,1,unemployed,1,5293,.63166106
264803,1,employed,1,5539,.24026121
264804,1,retired,1,10118,.25846392
264805,1,employed,1,5711,.38347065
264806,1,employed,0,10867,.81527579
264807,1,employed,1,6148,0
264808,1,retired,1,208298,0
264809,1,unemployed,0,0,.3517842
264810,1,employed,1,7356,.44693899
264811,1,retired,1,6713,0
264812,1,employed,1,7950,.41813305
264813,1,student,0,0,.92099023
264814,0,employed,1,19512,.76335138
264815,0,employed,1,5502,.5504024
264816,1,employed,1,7453,.62997478
264817,1,employed,1,38468,.72954869
264818,1,employed,1,115993,.85754353
264819,0,employed,1,12803,.60469222
264820,0,retired,0,9082,0
264821,0,unemployed,1,7001,.73714691
264822,1,employed,1,20086,.72661328
264823,1,employed,1,9968,.4689067
264824,0,student,0,0,.80934536
264825,0,student,1,5142,.26153341
264826,1,employed,0,12289,.14756876
264827,0,employed,1,6836,0
264828,1,student,0,0,.84786808
264829,1,unemployed,0,11024,.78157473
264830,1,employed,1,6065,.86444098
264831,0,employed,1,13228,0
264832,1,employed,1,24222,.77096397
264833,1,unemployed,1,10558,.4407745
264834,0,employed,1,35544,.10517828
264835,1,employed,1,5465,.00027664981
264836,1,unemployed,1,0,.15445602
264837,1,student,0,0,.7577275
264838,0,employed,1,30254,.52613443
264839,0,unemployed,1,12266,.61371332
264840,1,employed,1,39513,.43668544
264841,1,employed,0,10886,.13947831
264842,1,student,0,7017,.50108552
264843,0,student,1,0,.83374578
264844,1,student,0,48278,.84535038
264845,1,employed,1,28780,.5799346
264846,1,employed,0,14660,.96075559
264847,1,employed,0,24554,0
264848,1,employed,1,60156,.61895716
264849,1,employed,1,5709,.51973891
264850,1,unemployed,1,9466,.16351022
264851,1,unemployed,1,0,0
264852,0,employed,1,6766,.55458343
264853,1,employed,1,6937,.89675134
264854,1,employed,1,6004,.38358322
264855,1,employed,0,8173,.064562529
264856,1,employed,1,11758,.20320433
264857,1,employed,1,15059,.041448824
264858,1,employed,0,9171,0
264859,1,student,0,3513,.53023219
264860,1,student,0,11380,.015587604
264861,1,employed,0,30465,.51349878
264862,1,unemployed,1,7517,.55382591
264863,1,employed,1,9395,.011745466
264864,1,employed,0,16397,.38383913
264865,0,employed,1,10142,.57300878
264866,1,employed,1,6854,0
264867,1,employed,1,88074,0
264868,1,unemployed,1,17083,.66021824
264869,1,employed,1,21533,.50820154
264870,1,employed,1,5711,.66266519
264871,1,employed,1,7736,.56664634
264872,0,employed,1,12960,0
264873,1,employed,1,56819,.56976837
264874,1,employed,1,9865,0
264875,1,unemployed,1,31639,0
264876,1,retired,1,9145,.022944462
264877,1,employed,1,45032,.3697167
264878,0,student,0,0,.83739698
264879,1,employed,0,18884,.61474049
264880,1,unemployed,1,11164,.52718711
264881,0,employed,1,17058,.56936455
264882,1,employed,1,12148,.7183373
264883,0,unemployed,1,0,.66522002
264884,1,employed,0,10736,.32827714
264885,1,unemployed,1,12922,0
264886,0,employed,1,15712,.27657506
264887,1,employed,1,6605,.037231598
264888,1,employed,1,5668,.81365573
264889,1,student,0,0,.99330926
264890,1,student,0,0,.96815062
264891,0,unemployed,1,21342,.54696691
264892,1,employed,1,15610,.51814771
264893,1,retired,0,5912,0
264894,1,employed,0,7894,0
264895,1,student,0,0,.10241996
264896,1,employed,1,12909,.36788431
264897,0,unemployed,1,0,.81400001
264898,0,employed,1,9669,0
264899,1,employed,1,8537,.020299753
264900,1,student,0,21686,.613747
264901,0,retired,0,8651,.1122314
264902,1,employed,1,15991,0
264903,1,employed,1,18406,.23343791
264904,1,employed,0,9371,.82455522
264905,1,employed,1,6922,0
264906,1,employed,1,13486,0
264907,1,unemployed,1,9449,.53505379
264908,1,unemployed,1,0,0
264909,1,retired,1,42786,.14173684
264910,1,employed,1,6949,.38879505
264911,1,employed,1,17828,.23032391
264912,1,employed,1,18665,.6793282
264913,1,employed,0,33115,.50564808
264914,1,retired,1,4321,.22470796
264915,0,employed,1,36476,.57395089
264916,1,employed,1,7006,0
