id,own,competing1,competing2,borrowertype,accepted,default,profit
163009,,.3925522,,1,0,0,
163010,,.40000001,.20999999,0,0,0,
163011,,.53299999,.23711951,0,0,0,
163012,,.091023564,.41945791,0,0,0,
163013,,.40000001,.18879017,0,0,0,
163014,.056,.40000001,.12708175,0,1,0,560
163015,.06,.30000001,.31407294,1,1,0,600
163016,,.28214818,.31270084,0,0,0,
163017,,.15000001,.26279005,0,0,0,
163018,.124,.39749101,.41000003,0,1,1,-10000
163019,,.11874773,,0,0,0,
163020,.119,.88342023,.20466322,0,1,1,-10000
163021,.094,.13333778,.29025516,0,1,1,-10000
163022,.084,.017111612,.28481734,0,0,0,
163023,.117,.1048581,.97764921,0,0,0,
163024,,.033065479,.069325686,3,0,0,
163025,.096,.000085083702,.019479264,0,0,0,
163026,,,.53231049,2,0,0,
163027,.071,.1490819,.02,0,0,0,
163028,,,.33257252,0,0,0,
163029,,.25999999,.20918362,3,0,1,
163030,,.0000483814,.17112002,0,0,0,
163031,,.40000001,.31031474,0,0,0,
163032,.124,.19192186,.11,0,0,0,
163033,,.50199997,.10989325,0,0,0,
163034,.085,.12333779,,0,1,0,850
163035,,.41,.50699323,2,0,0,
163036,.101,.11229979,.095270127,0,0,0,
163037,.095,.12677805,.079999998,0,0,0,
163038,,.23403424,.42354378,0,0,1,
163039,,.43900001,.49999994,0,0,0,
163040,,,.34041262,1,0,0,
163041,,.38923958,.63308328,1,0,0,
163042,.078,.048141602,.066989139,0,0,0,
163043,,.40000001,.63308328,0,0,1,
163044,,.30000001,,0,0,0,
163045,,.25,,1,0,0,
163046,,.57240582,.096488595,0,0,1,
163047,.117,.075000003,.035973821,3,0,0,
163048,,,,1,0,0,
163049,,.04970156,.1,0,0,0,
163050,.111,.016847363,,0,0,0,
163051,,.30000001,.36921242,0,0,0,
163052,.125,.40000001,.63308328,0,1,0,1250
163053,.097,.035999998,.1171797,0,0,0,
163054,,.40000001,.31407294,2,0,0,
163055,,.13333778,.078910492,0,0,0,
163056,,.37,,2,0,0,
163057,,.32827124,.17791624,0,0,0,
163058,.114,.43570447,.24080236,0,1,0,1140
163059,,,.34069833,0,0,0,
163060,.126,.27533227,,0,1,0,1260
163061,,.052023869,.21079345,0,0,1,
163062,,.38091454,,3,0,1,
163063,,,.11106618,0,0,0,
163064,,.10006513,.042946387,3,0,0,
163065,.128,.04196142,.084684558,3,0,0,
163066,,.40000001,,0,0,0,
163067,,,,3,0,0,
163068,,,.073717959,0,0,1,
163069,,.48134854,,0,0,0,
163070,,.15000001,,1,0,0,
163071,,,,3,0,0,
163072,.126,.28,.13,0,1,0,1260
163073,,.40000001,.90122211,0,0,0,
163074,,.36000001,,0,0,0,
163075,,.35495567,.31407294,0,0,0,
163076,,.205,.27034071,2,0,0,
163077,,.40000001,.10019051,1,0,0,
163078,.053,.119,.040359952,2,0,0,
163079,,,.16229469,0,0,0,
163080,,0,.11264867,2,0,1,
163081,.127,.24481064,.20999999,0,1,0,1270
163082,,.40000001,,0,0,0,
163083,.103,9.8380901e-20,.27862877,0,0,0,
163084,,.0077032899,.052235354,0,0,0,
163085,.123,.02,.040183954,0,0,0,
163086,,.25448132,,0,0,0,
163087,.124,.071999997,.15812488,0,0,0,
163088,,.044171523,.046024684,1,0,0,
163089,,1,.29945788,0,0,0,
163090,,.13861768,.44423881,0,0,0,
163091,,.44,.88693053,0,0,0,
163092,.119,.18302053,.17,0,1,0,1190
163093,,.28051412,.27810553,2,0,0,
163094,.05,.12899999,.045455392,2,0,0,
163095,,,.35681933,0,0,1,
163096,,.40000001,.10561214,1,0,0,
163097,,.3925522,,0,0,0,
163098,,.28214818,.11,0,0,0,
163099,,.40000001,.4613851,0,0,1,
163100,,.40000001,.13968374,3,0,0,
163101,,.30000001,,1,0,0,
163102,,.22403423,,0,0,0,
163103,,.29996482,.19994551,2,0,0,
163104,,.1597929,,3,0,1,
163105,.123,.1195077,.20008345,0,0,0,
163106,,.14820287,.5256148,0,0,0,
163107,,.34467328,.32194147,2,0,1,
163108,,.34168768,.48674566,0,0,0,
163109,,1,.60776544,1,0,0,
163110,.123,.182,.23787165,0,1,0,1230
163111,,.64211094,,1,0,0,
163112,.126,.082778431,.059999999,0,0,1,
163113,,.40000001,.18064258,0,0,0,
163114,.046,.010471377,.029999999,0,0,0,
163115,,.30000001,.22179778,0,0,0,
163116,.109,.14,.31290975,0,1,1,-10000
163117,.119,.008590254,,1,0,0,
163118,,.28214818,.12559749,2,0,0,
163119,,.38429058,,0,0,0,
163120,.106,.1941711,.31177253,0,1,0,1060
163121,,.23403424,.4007192,0,0,0,
163122,,.36003965,.32193792,0,0,1,
163123,.125,.090999998,,3,0,0,
163124,,.223,.24981648,0,0,0,
163125,,.056000002,.057137169,0,0,0,
163126,,,,2,0,1,
163127,,.38999999,.12522326,0,0,1,
163128,,,.53522575,0,0,0,
163129,,.35299999,,0,0,0,
163130,,.27214816,,3,0,0,
163131,,,.38297051,0,0,0,
163132,,.047698099,.02,1,0,0,
163133,.103,.052363608,.044691354,0,0,0,
163134,,.27214816,.21581772,0,0,0,
163135,,.25,.14729123,3,0,0,
163136,.087,.003,.02,0,0,0,
163137,.055,.00069342589,,0,0,0,
163138,,.16587424,.18000001,0,0,0,
163139,.086,7.7294601e-08,.25604108,0,0,0,
163140,.107,.0081234947,.027745601,0,0,0,
163141,,,.20708951,0,0,1,
163142,,.086778581,,0,0,0,
163143,.095,.10207646,,1,0,0,
163144,,.027000001,.061780542,0,0,0,
163145,.101,.017902695,.059999999,1,0,0,
163146,.116,.059999999,.062737852,0,0,0,
163147,,,.21338387,0,0,0,
163148,.103,.054543734,.05589591,0,0,0,
163149,,.28943935,.22,0,0,0,
163150,,.30000001,.095270127,0,0,0,
163151,,.1494181,,3,0,0,
163152,,0,,0,0,0,
163153,.092,.19302052,.040030088,3,0,0,
163154,,,.34946063,0,0,0,
163155,,.37629622,.2113622,3,0,0,
163156,,.11851884,.38103059,0,0,0,
163157,,,.31010962,0,0,0,
163158,,.22403423,.059999999,0,0,0,
163159,.121,.18542282,.18527977,0,1,0,1210
163160,,.5974595,.26280278,2,0,0,
163161,,.31893161,.2,0,0,0,
163162,,.35699999,,0,0,0,
163163,,.071000002,.31029928,0,0,0,
163164,,.61481512,.69874763,2,0,0,
163165,,.25999999,,0,0,0,
163166,.057,.049741637,.28420421,0,0,1,
163167,.127,.22351426,.95567721,0,1,0,1270
163168,,.25999999,.13718861,0,0,0,
163169,.066,.23565838,,0,1,0,660
163170,,.021925565,.07,0,0,0,
163171,,.13333778,.25939882,0,0,1,
163172,.121,.2,,0,1,0,1210
163173,.098,.047475845,.26549977,0,0,0,
163174,.112,.053044382,.29416773,0,0,0,
163175,,.02,.029528314,0,0,0,
163176,,.40000001,.23787165,1,0,0,
163177,.122,.92404103,,0,1,0,1220
163178,,.22351426,,0,0,0,
163179,.113,.092518166,.089632221,0,0,0,
163180,.124,.10962863,.82048863,0,0,0,
163181,.107,.32600001,.2199385,0,1,0,1070
163182,,.40000001,,0,0,1,
163183,,.078753754,.31407294,3,0,0,
163184,,.22351426,.39830449,0,0,0,
163185,,.029329507,,2,0,0,
163186,,,.63035637,0,0,0,
163187,,.54900002,.28115082,3,0,0,
163188,,.22,.45000002,0,0,0,
163189,,,.80856287,0,0,0,
163190,,.40000001,.42399657,1,0,1,
163191,,,,0,0,0,
163192,,.40000001,.50348836,0,0,0,
163193,,.37599999,,0,0,0,
163194,,.22403423,.2161919,0,0,1,
163195,.067,.053326972,.41153374,0,0,0,
163196,,.15479681,.14787123,0,0,1,
163197,,.13535826,,0,0,0,
163198,,.065577693,.11,3,0,0,
163199,,.2,.079999998,0,0,0,
163200,,.51999998,.90122211,0,0,1,
163201,,.21351427,,0,0,1,
163202,.108,.082473882,,0,0,0,
163203,,.18000001,.41538456,0,0,0,
163204,,.2,.12492429,3,0,0,
163205,,.34301126,,0,0,0,
163206,.105,.28214818,.86536241,2,1,0,1050
163207,,.086842217,.30357969,0,0,0,
163208,,.21351427,.20585833,0,0,0,
163209,,.38091454,.23369993,0,0,1,
163210,.067,.3967379,.24869132,1,1,0,670
163211,.098,.010941828,.30504173,0,0,0,
163212,,.76855743,.13729045,0,0,1,
163213,,.34068492,,0,0,0,
163214,,.23813412,.13222533,1,0,0,
163215,,.45682627,.22355026,0,0,0,
163216,,.31457585,.20446393,0,0,1,
163217,,.41891241,.18302742,0,0,0,
163218,,.20279644,.14315376,0,0,0,
163219,,.22,.15501194,0,0,0,
163220,.046,.02,.28552711,2,0,0,
163221,,.21351427,.31771246,0,0,0,
163222,.1,.22403423,.17010988,0,1,0,1000
163223,,.090134777,.03254351,0,0,1,
163224,,.34999999,.42230761,0,0,1,
163225,,.18302053,.11,0,0,0,
163226,,.23403424,,3,0,0,
163227,,.28214818,.13377903,2,0,1,
163228,.128,.02,.02,0,0,0,
163229,.095,.30000001,.19436133,1,1,0,950
163230,,.41310644,,2,0,0,
163231,.07,.12,.33257252,0,1,0,700
163232,.09,.18302053,.18775506,0,1,0,900
163233,,.27214816,,0,0,0,
163234,,.032000002,.1171797,0,0,0,
163235,,.33199999,.26020503,0,0,0,
163236,.122,.16862723,.75424969,2,1,0,1220
163237,,.34269217,,0,0,0,
163238,,.23403424,,0,0,0,
163239,,.12852433,,0,0,0,
163240,,.16229779,.28980532,3,0,1,
163241,.049,.04878182,.029999999,1,0,0,
163242,,,.77923298,0,0,1,
163243,.106,.40000001,.34610906,1,1,0,1060
163244,.109,.31999999,.42708433,0,1,0,1090
163245,,.3833113,.22394682,1,0,1,
163246,,0,.53231049,0,0,0,
163247,,.40000001,.09183386,0,0,0,
163248,,.27214816,.21837054,0,0,0,
163249,,.08796005,.2,0,0,0,
163250,,,,0,0,0,
163251,,.1490819,,0,0,0,
163252,,.2,.12916666,0,0,0,
163253,,.37487629,.36953521,3,0,0,
163254,,.47999999,,3,0,1,
163255,,.27214816,.40117878,0,0,1,
163256,.081,5.0510600e-09,.013674053,0,0,0,
163257,.051,.03828758,.2909565,0,0,1,
163258,,.30000001,.71652371,0,0,0,
163259,,.28737554,.33257252,0,0,0,
163260,,.1625005,,0,0,1,
163261,,.10540311,.11,0,0,0,
163262,.101,.40000001,.14523809,0,1,0,1010
163263,,.20999999,.21949776,0,0,0,
163264,,.14332974,.55690712,0,0,1,
163265,.087,.084457494,.048126109,0,0,0,
163266,,.40932423,,0,0,0,
163267,,.11057366,,0,0,0,
163268,,1,,0,0,1,
163269,,.22,.26279518,0,0,0,
163270,.112,.19195877,.13649447,3,1,0,1120
163271,.107,.15908191,.04165493,2,0,0,
163272,,.22403423,,2,0,0,
163273,.049,.093306854,.12501021,0,1,0,490
163274,.122,.12732825,.11,3,1,0,1220
163275,.1,.069609836,.20466571,0,0,0,
163276,,.19302052,.41538456,0,0,0,
163277,.126,.40000001,,0,1,0,1260
163278,,.37091455,.27714288,1,0,1,
163279,,.28214818,.20999999,3,0,0,
163280,.126,.052147347,.051679727,0,0,0,
163281,,.51999998,.28936833,1,0,1,
163282,,.382,,3,0,0,
163283,,.33037877,.16115625,0,0,0,
163284,,0,.41371202,0,0,1,
163285,,.047630411,.10098968,0,0,0,
163286,.094,.0000599825,.045910593,2,0,0,
163287,,,,0,0,1,
163288,,.15934379,,0,0,0,
163289,.115,.10564167,.081800736,0,0,0,
163290,.101,.25,.4571245,3,1,1,-10000
163291,.115,.14,.090540543,0,0,0,
163292,.104,.1,.059999999,0,0,0,
163293,.098,.26303667,,0,1,0,980
163294,.102,.40000001,.53497392,0,1,0,1020
163295,.121,.38091454,,0,1,0,1210
163296,.078,.22403423,.030149953,0,0,0,
163297,,.40000001,,0,0,1,
163298,,.37091455,.23099862,0,0,0,
163299,.097,.075000003,,2,0,0,
163300,,.30000001,,3,0,1,
163301,,,,0,0,0,
163302,,.19485156,.44628236,0,0,0,
163303,.093,.22403423,.059999999,0,0,0,
163304,,.13333778,.31405649,0,0,1,
163305,,0,.82542115,1,0,1,
163306,,.12333779,.02,2,0,0,
163307,,.62,,2,0,0,
163308,,.22,.14460504,2,0,0,
163309,,,.29227862,0,0,0,
163310,,.51599997,.90122211,2,0,0,
163311,,0,,0,0,1,
163312,,.81659228,.19281712,0,0,0,
163313,.114,.079999998,.095270127,0,0,0,
163314,,,.73003113,0,0,0,
163315,,.28214818,,0,0,0,
163316,,.37,.18413939,0,0,0,
163317,,.26255003,.13,0,0,0,
163318,,.031566367,.062737852,2,0,0,
163319,,.15908191,,1,0,0,
163320,,.23,.19773735,0,0,0,
163321,.125,.2,.051673736,0,0,0,
163322,.128,.15908191,.20999999,0,1,0,1280
163323,,.40000001,.14048526,0,0,0,
163324,,.23044953,.18967646,0,0,0,
163325,,.35352272,,0,0,1,
163326,,.10893846,,0,0,1,
163327,,.28999999,.20999999,0,0,1,
163328,,.23819648,.3389146,3,0,0,
163329,,.40255219,.68783772,0,0,1,
163330,,.60175139,,0,0,0,
163331,,.11893978,.31032434,0,0,1,
163332,,.1403109,.1171797,0,0,0,
163333,,.391,.14649083,1,0,0,
163334,,.20292865,.076013863,0,0,0,
163335,,,,2,0,0,
163336,.106,.11,.31029752,1,0,0,
163337,,0,,0,0,1,
163338,.099,.00301229,,0,0,0,
163339,,.15973662,,3,0,1,
163340,,.27547783,.11,0,0,0,
163341,.127,.45476523,,0,1,0,1270
163342,.093,.07683517,.18382259,0,0,0,
163343,,.28214818,.091595918,0,0,0,
163344,,,,2,0,1,
163345,,,,3,0,0,
163346,.102,.27214816,.20999999,3,1,0,1020
163347,.055,.185,.14381899,0,1,0,550
163348,,.40000001,,0,0,0,
163349,,.19484903,,0,0,0,
163350,,.79372871,.48914006,0,0,0,
163351,,.40000001,.28018874,0,0,1,
163352,,.40000001,.3448675,0,0,0,
163353,.118,.49000001,.62142867,0,1,1,-10000
163354,.114,.03666085,.056312352,3,0,0,
163355,.113,.18302053,,3,1,0,1130
163356,.112,.6505788,.40908825,2,1,0,1120
163357,.117,.11305601,,0,0,0,
163358,.09,.2,.079999998,1,0,0,
163359,.123,.1225582,.1378359,0,0,0,
163360,,,.41875327,1,0,1,
163361,,,.27681568,0,0,0,
163362,.1,.36612654,,0,1,0,1000
163363,,.40000001,.31294823,0,0,0,
163364,,.19302052,.21250707,1,0,0,
163365,,.40000001,.12480001,0,0,0,
163366,.109,.1490819,,0,1,0,1090
163367,,.12099255,.76070309,0,0,0,
163368,,.35426629,.44308871,0,0,0,
163369,,.51166999,.72140199,0,0,1,
163370,,.40066737,.44687518,0,0,0,
163371,,.3657133,.33892241,0,0,0,
163372,,.38955873,.25585076,0,0,1,
163373,.122,.27214816,.095270127,0,0,0,
163374,.113,.2254058,,3,1,0,1130
163375,,0,.2142015,0,0,1,
163376,,.46626318,.23645376,1,0,0,
163377,,.36000001,.37793669,0,0,0,
163378,,.13980488,.18255362,0,0,1,
163379,,.097383782,.21632588,0,0,1,
163380,,,,0,0,0,
163381,,.43000001,.19683959,0,0,1,
163382,,.29951954,.26865885,0,0,0,
163383,,.39899999,,0,0,0,
163384,,.15908191,.19920456,2,0,0,
163385,,.18052037,.3103151,0,0,0,
163386,,.40554899,,0,0,0,
163387,,.11442796,.055315696,0,0,0,
163388,,.028120391,.23787165,2,0,0,
163389,,.095347397,.42230761,0,0,1,
163390,.075,.001670836,,0,0,0,
163391,,.003,.062737852,0,0,0,
163392,,.45587483,,2,0,1,
163393,,.141,.32191083,0,0,0,
163394,,.329,.31031775,0,0,0,
163395,.124,.23999999,,0,1,0,1240
163396,,.36000001,.25778395,2,0,0,
163397,.116,.23403424,.1171797,0,1,0,1160
163398,.104,.19400001,.3203651,0,1,0,1040
163399,.123,.17,.21140456,2,1,0,1230
163400,,.18302053,.81663972,0,0,0,
163401,.117,.23403424,.059999999,0,0,0,
163402,,,.17188022,0,0,0,
163403,,.12,.13277099,2,0,0,
163404,.126,.13333778,.11,0,0,0,
163405,,.33108652,.14023057,0,0,1,
163406,,.23999999,,2,0,0,
163407,,.16297804,.28501257,0,0,0,
163408,,.1507097,.16274512,0,0,0,
163409,,.3952274,,0,0,0,
163410,,.19302052,.049374271,1,0,0,
163411,,0,,3,0,0,
163412,,.40000001,.28723773,0,0,0,
163413,,.0964339,.1171797,2,0,0,
163414,,.19302052,.23369993,0,0,0,
163415,.124,.13333778,.21003589,2,1,0,1240
163416,,.14,.21557051,2,0,0,
163417,.118,.20471673,,0,1,0,1180
163418,.1,.040321775,.069758236,0,0,0,
163419,.055,.29100001,,0,1,0,550
163420,,.15057671,,0,0,0,
163421,.123,.11,,0,0,0,
163422,.119,.28214818,,0,1,0,1190
163423,,0,,0,0,0,
163424,,.36000001,.40974116,0,0,0,
163425,.101,.50793421,,0,1,0,1010
163426,.079,.050000001,.1171797,3,0,1,
163427,,.098971911,,0,0,0,
163428,,0,.41363642,0,0,0,
163429,.122,.2,.059999999,2,0,0,
163430,,.73453134,.17701347,2,0,1,
163431,.102,.21046701,.15501194,2,1,0,1020
163432,.081,.21494488,.17,0,1,0,810
163433,,.39443412,.45542583,1,0,1,
163434,,.40000001,.20381121,0,0,0,
163435,,.2,.1171797,1,0,0,
163436,,.56319898,,0,0,0,
163437,,.13247085,.21743353,0,0,0,
163438,,.15577595,.20999999,1,0,0,
163439,,.271,,3,0,0,
163440,.089,.071149141,.068726055,0,0,0,
163441,,0,,1,0,1,
163442,,.12333779,.07,0,0,0,
163443,.101,.26100001,.14381899,0,1,0,1010
163444,.128,.25433773,.13,1,1,0,1280
163445,.109,.23403424,.071645334,0,0,0,
163446,,.28999999,.22,0,0,0,
163447,,.3925522,.51945853,0,0,0,
163448,,.24323128,,0,0,0,
163449,,.15975483,,0,0,0,
163450,,.199,.32802024,3,0,0,
163451,.098,.22351426,.02,0,0,0,
163452,,.16155581,,0,0,0,
163453,,,.27066547,0,0,0,
163454,,0,,0,0,1,
163455,,.2,.1,1,0,0,
163456,.085,.018999999,.46678981,0,0,0,
163457,,1,.42577592,0,0,0,
163458,,.30000001,.089561664,0,0,0,
163459,,,.48450705,0,0,1,
163460,.118,.062017117,.31031215,2,0,0,
163461,.067,.40000001,.29025516,0,1,0,670
163462,.125,.54685593,,0,1,0,1250
163463,,.23403424,.17412043,0,0,0,
163464,.083,.050000001,.32185224,0,0,0,
163465,,.40000001,.41840917,0,0,1,
163466,.055,.148,.040333446,2,0,0,
163467,.123,.16,.059999999,0,0,0,
163468,,.047204338,.065248765,0,0,0,
163469,,.23403424,.090540543,0,0,0,
163470,.105,.21351427,,1,1,0,1050
163471,,.45117941,,3,0,0,
163472,.093,.028000001,.095270127,2,0,0,
163473,,.3925522,.42230761,0,0,0,
163474,,.075133137,.22587836,0,0,0,
163475,,.40000001,,0,0,0,
163476,,.23,.3103185,0,0,1,
163477,.116,.72214383,.22,0,1,0,1160
163478,,.58426976,.29714897,1,0,0,
163479,,.063399941,,0,0,0,
163480,,.20999999,,0,0,0,
163481,.121,.27214816,.19920456,2,1,0,1210
163482,,,.53231049,2,0,0,
163483,,.267344,.18924645,2,0,0,
163484,.051,.075000003,.11429737,0,1,0,510
163485,.12,.3766759,.21027133,0,1,0,1200
163486,.109,.40000001,.1521823,0,1,0,1090
163487,.086,.02,.01059281,0,0,0,
163488,,.12274299,.22814041,0,0,0,
163489,.122,.23403424,.059999999,2,0,0,
163490,.126,.30000001,.16431248,1,1,0,1260
163491,.122,.12333779,.07,0,0,0,
163492,,.34999999,,2,0,1,
163493,.124,.11579213,.57973111,0,0,0,
163494,,,.75454807,3,0,1,
163495,,.39090905,,0,0,0,
163496,,.40000001,.21665594,0,0,0,
163497,.117,.11636402,.11,0,0,0,
163498,,.24374437,.78619969,0,0,0,
163499,,.76855743,.90122211,0,0,1,
163500,,.41943461,.45777515,0,0,0,
163501,.095,.1490819,,0,1,0,950
163502,.098,.029999999,.062737852,0,0,0,
163503,.055,.14818773,.46708387,2,1,0,550
163504,.121,0,.63308328,3,0,0,
163505,,.34999999,.12706673,2,0,0,
163506,,1,.43014824,0,0,0,
163507,.075,.19302052,.468808,0,1,0,750
163508,.123,.043981593,,0,0,0,
163509,,.087097846,,0,0,0,
163510,,.13333778,,0,0,0,
163511,,.40000001,.11,0,0,1,
163512,,.93036997,,0,0,0,
163513,,.1,,0,0,0,
163514,,.28999999,.90122211,1,0,1,
163515,.064,.060485858,.4856801,0,0,1,
163516,,.34999999,.3707107,0,0,0,
163517,,0,.49999994,3,0,1,
163518,,.23813488,,0,0,0,
163519,,.47459316,.25349331,1,0,0,
163520,,.494656,.23145357,3,0,0,
163521,.125,.1460461,.16559145,0,1,0,1250
163522,,.11797184,.062737852,0,0,0,
163523,,.76855743,.53231049,0,0,0,
163524,,.050000001,.063422337,0,0,0,
163525,.127,.30000001,.11,0,0,0,
163526,,.375,.2591731,0,0,1,
163527,,0,,1,0,0,
163528,,.23403424,.12468058,2,0,0,
163529,.107,.0070000002,.20450635,0,0,0,
163530,.114,.033278264,.1171797,1,0,1,
163531,.115,.60908687,,0,1,0,1150
163532,,.20002176,.1260923,0,0,0,
163533,,.35886544,.087545507,0,0,0,
163534,,.19,.22845483,0,0,0,
163535,,.52600002,.85121858,2,0,0,
163536,,.23403424,,0,0,0,
163537,,.40000001,,0,0,0,
163538,,.82999998,.42230761,1,0,0,
163539,.113,.085408583,,0,0,0,
163540,,0,.63308328,0,0,1,
163541,.075,2.2862400e-14,.31024137,0,0,0,
163542,,.74000001,.047368355,0,0,1,
163543,.123,.091850989,.11,2,0,0,
163544,,.062204707,,0,0,0,
163545,,.28183627,.15681016,0,0,1,
163546,,.38,.21883003,3,0,1,
163547,.116,.050364729,.099131718,0,0,0,
163548,.078,.13716599,.1260923,2,1,0,780
163549,,.054994628,.41538456,0,0,0,
163550,,.38999999,.30073616,2,0,0,
163551,.087,.26100001,,3,1,0,870
163552,,.38665238,,0,0,0,
163553,.112,.40000001,,2,1,0,1120
163554,,.31999999,.30907246,2,0,1,
163555,,.27214816,.22162594,0,0,0,
163556,.115,.24167369,.18255362,3,1,0,1150
163557,,.074628457,.12693137,3,0,0,
163558,,1,.072315872,0,0,1,
163559,.059,.18302053,.17687508,0,1,0,590
163560,.099,.40000001,,2,1,0,990
163561,.122,.49150586,,0,1,0,1220
163562,.061,.75911915,.27304566,2,1,0,610
163563,,.40000001,.20999999,0,0,0,
163564,,.3925522,.1414789,0,0,0,
163565,.109,.81834817,.310307,0,1,0,1090
163566,.081,.061711922,.062737852,0,0,0,
163567,.084,.27399999,.050638065,1,0,0,
163568,,.21351427,.2590304,0,0,1,
163569,.12,.30000001,.43438721,0,1,0,1200
163570,,.2,.059999999,0,0,0,
163571,.107,1.7366700e-14,,0,0,0,
163572,,.18183893,.49999994,0,0,1,
163573,,.29300001,.52429235,0,0,0,
163574,,.40000001,.44857672,0,0,0,
163575,.045,.02,.062737852,1,0,0,
163576,,.085857943,.19741806,0,0,0,
163577,.082,.027794013,.039999999,0,0,0,
163578,,.23403424,.42230761,0,0,1,
163579,,,.80856287,0,0,0,
163580,,.11757234,.052639347,2,0,0,
163581,,.13333778,.062737852,0,0,0,
163582,,.40000001,.33891311,0,0,1,
163583,.089,.090000004,.02,1,0,0,
163584,.128,.28610742,,3,1,0,1280
163585,,.58899999,.19897683,0,0,0,
163586,,.51800001,.21669638,2,0,0,
163587,,.40000001,.18390116,0,0,1,
163588,,.19302052,,0,0,0,
163589,.119,.035384934,.096757472,0,0,0,
163590,,.074269652,.042560749,0,0,0,
163591,.106,.083306856,.14523809,0,0,0,
163592,,.19302052,.18775506,1,0,1,
163593,,.17591022,.14111835,0,0,0,
163594,.123,.30000001,.85878903,2,1,0,1230
163595,,.234,.13830872,0,0,1,
163596,,.28214818,.11,0,0,0,
163597,.088,.23403424,,0,1,0,880
163598,,.12333779,.24465649,1,0,0,
163599,,,.1107686,0,0,0,
163600,.11,.10279294,.099006772,0,0,0,
163601,.062,.031284366,,0,0,0,
163602,,.31,,3,0,1,
163603,.069,.011685413,,2,0,1,
163604,.097,.13333778,.12692307,0,1,0,970
163605,,.55854547,.41797385,0,0,0,
163606,,.21351427,.1862354,2,0,0,
163607,,.20999999,.242686,0,0,0,
163608,,.19,,0,0,0,
163609,.123,.30000001,,0,1,0,1230
163610,,.085000001,.24174784,2,0,0,
163611,,.27214816,.073711984,0,0,1,
163612,,.050762787,.092500426,3,0,0,
163613,.098,.33700001,.17439097,0,1,0,980
163614,,.22,.55477983,0,0,0,
163615,,.38895425,.17635198,0,0,0,
163616,,.2109901,.30866665,0,0,0,
163617,,.003,.02,0,0,1,
163618,.083,.41499999,.13718861,0,1,0,830
163619,,.27000001,.23787165,0,0,0,
163620,,0,,0,0,1,
163621,.1,.02,.31027508,0,0,0,
163622,.121,.037,,2,0,0,
163623,.109,.26552737,.39152637,3,1,0,1090
163624,,.40000001,,0,0,0,
163625,,.33000001,,0,0,1,
163626,,.31495747,.44422472,0,0,0,
163627,,.28999999,.19920456,0,0,0,
163628,.124,.15000001,.1171797,0,0,0,
163629,,.33959529,.20072681,1,0,1,
163630,,.43399999,.14523809,0,0,0,
163631,,1,,0,0,0,
163632,,.21351427,,2,0,0,
163633,.091,.15908191,.059999999,2,0,0,
163634,.114,.27214816,.19703054,0,1,1,-10000
163635,,,,0,0,0,
163636,.109,.024907878,.1171797,0,0,0,
163637,,1,.42230761,0,0,0,
163638,,.28214818,.63308328,0,0,0,
163639,,.22403423,,2,0,0,
163640,,0,.5034247,0,0,1,
163641,,.352,.41538456,0,0,0,
163642,.079,.045000002,.094897211,3,0,0,
163643,,.27214816,.38534388,2,0,1,
163644,.123,.05456024,.059999999,0,0,0,
163645,,0,,0,0,0,
163646,,,,0,0,0,
163647,,.55053139,,0,0,0,
163648,,.472,.23332441,2,0,0,
163649,,.31900001,.3152135,0,0,0,
163650,,,,0,0,1,
163651,,.47403127,.38396615,0,0,0,
163652,,.06823837,.49999994,0,0,0,
163653,,.38999999,,3,0,0,
163654,,,.42230761,0,0,0,
163655,.1,.12333779,.53494781,0,1,0,1000
163656,,1,.39294994,1,0,1,
163657,,.27214816,,0,0,0,
163658,,.40000001,.1947844,0,0,0,
163659,.126,.44400001,.20398495,0,1,0,1260
163660,,,,0,0,1,
163661,,.28,.42230761,0,0,0,
163662,,.38091454,.21821114,0,0,0,
163663,,,.40606663,0,0,0,
163664,,0,,1,0,1,
163665,.109,.40111026,,2,1,0,1090
163666,,.37481695,.34807798,0,0,0,
163667,,.093557492,.22676256,3,0,0,
163668,,.65918487,.87111986,2,0,0,
163669,.088,.00064168399,.02,3,0,0,
163670,,.75855744,.84518445,1,0,0,
163671,.123,.027035829,.29663223,0,0,0,
163672,,.056669593,.52169353,0,0,0,
163673,.097,.046251293,.31029636,2,0,0,
163674,,.27805075,.1171797,0,0,0,
163675,,.75855744,,0,0,0,
163676,,.065764047,.050000001,0,0,0,
163677,.101,.30000001,,0,1,0,1010
163678,,1,,0,0,0,
163679,.115,.07,,2,0,0,
163680,.057,.15908191,.07,0,1,1,-10000
163681,,.19,.15334438,1,0,1,
163682,.119,.034288689,,0,0,0,
163683,.073,.025819598,.11433698,3,0,0,
163684,,.22351426,.092665233,0,0,0,
163685,.126,.11551966,.31030092,2,0,0,
163686,.052,.083306856,.14381899,1,1,0,520
163687,.105,.016720926,.02,0,0,0,
163688,,.14372875,.26512125,2,0,0,
163689,,.15908191,,0,0,0,
163690,.127,.19302052,.42230761,0,1,0,1270
163691,,.085884295,,0,0,1,
163692,.126,.21351427,.16274512,0,1,0,1260
163693,,.069146127,,0,0,1,
163694,,1,,0,0,1,
163695,.122,.40000001,.47899085,0,1,1,-10000
163696,.127,.077417463,.047269572,0,0,0,
163697,.127,.23403424,.067535549,0,0,0,
163698,,.09544003,.33890584,0,0,1,
163699,,,.063463442,1,0,0,
