id,sex,employment,marital,income,social3
164809,1,student,0,0,0
164810,0,employed,1,10779,.30320626
164811,1,unemployed,1,0,.76370525
164812,1,student,0,4406,.85777611
164813,1,employed,1,30005,.65924549
164814,1,employed,1,9594,.81386226
164815,1,student,0,0,.9533394
164816,1,unemployed,1,6557,.18635428
164817,1,retired,1,4360,.049366217
164818,1,employed,1,7117,.53328341
164819,1,retired,0,25725,.29081482
164820,1,employed,1,5630,.73664474
164821,0,retired,1,5838,.20153625
164822,1,employed,1,14872,.64998877
164823,1,employed,1,5917,.42568269
164824,1,employed,1,23280,.55161035
164825,1,student,0,0,.46846709
164826,1,student,0,0,.73369962
164827,1,student,0,0,.99546957
164828,1,retired,1,36696,0
164829,0,employed,0,33698,.31952661
164830,1,employed,0,6060,.51722628
164831,1,employed,0,9601,.59436506
164832,1,employed,1,13289,.4394787
164833,1,employed,1,12426,.6379506
164834,1,employed,1,21443,.73281318
164835,0,retired,1,9755,0
164836,1,unemployed,1,0,0
164837,0,employed,1,14265,.74277848
164838,0,unemployed,0,0,.22649802
164839,1,employed,1,13156,.75032091
164840,0,employed,1,5037,0
164841,1,employed,1,11567,.79040712
164842,0,employed,1,11153,.50482178
164843,1,employed,1,9963,.38714823
164844,1,employed,1,12407,.54736805
164845,1,employed,1,6789,.84453917
164846,1,employed,1,7526,.27330467
164847,1,employed,0,144695,0
164848,1,retired,1,6096,.04721703
164849,1,retired,1,4315,.33982751
164850,1,employed,1,5271,.40878132
164851,1,unemployed,1,31868,.18268335
164852,1,employed,1,6843,.28377017
164853,1,student,0,0,.515531
164854,0,retired,0,15561,0
164855,0,retired,1,9875,0
164856,1,employed,1,5414,.36904633
164857,1,employed,1,22858,.31032556
164858,0,student,0,0,.88854468
164859,1,employed,1,14911,.54912925
164860,1,employed,1,17094,.23546527
164861,1,retired,1,5896,.079242751
164862,1,employed,0,8759,.7241565
164863,1,student,0,0,.81894249
164864,0,employed,1,8595,.37412637
164865,0,retired,1,11379,0
164866,0,employed,1,14064,.027849041
164867,0,employed,1,6841,.81380767
164868,1,employed,1,19018,.53337657
164869,1,employed,1,20317,.60157824
164870,0,student,0,0,.96388656
164871,0,student,0,0,.67498982
164872,0,unemployed,0,0,.42514637
164873,1,unemployed,1,0,.016299857
164874,0,unemployed,0,0,.32756984
164875,1,unemployed,1,0,0
164876,1,student,0,7670,.88935155
164877,1,employed,0,40787,0
164878,1,employed,0,7159,.86574996
164879,1,retired,1,4096,0
164880,1,employed,1,9093,.018444248
164881,1,employed,1,90914,.20833668
164882,1,employed,1,8770,0
164883,1,employed,0,6730,0
164884,0,student,0,6697,.82705522
164885,1,student,0,66473,.0635245
164886,0,employed,1,36329,.62427717
164887,0,employed,1,4630,0
164888,1,employed,1,44178,.77191418
164889,1,unemployed,1,0,.77205485
164890,1,employed,0,19282,0
164891,0,employed,1,4477,.064669177
164892,1,student,0,0,.73128575
164893,0,unemployed,0,11307,.44330272
164894,1,employed,1,11122,0
164895,1,student,0,0,.93601274
164896,1,employed,1,10183,.16243891
164897,1,employed,1,5348,.84949911
164898,1,employed,1,6275,.12108519
164899,1,employed,1,7749,.25098768
164900,1,employed,1,62823,.19516522
164901,1,unemployed,0,13178,0
164902,1,employed,0,5688,.82220036
164903,1,employed,0,9168,0
164904,0,employed,1,6612,0
164905,0,employed,0,7510,0
164906,1,employed,0,124911,.82451761
164907,0,unemployed,1,0,0
164908,0,employed,1,10274,.96656626
164909,0,unemployed,1,0,.45047137
164910,0,employed,1,7192,0
164911,1,employed,1,54820,.53618884
164912,1,employed,1,6404,.52967757
164913,1,student,0,21525,.78438956
164914,0,student,0,0,.89032221
164915,1,employed,1,8559,.70402628
164916,1,employed,1,8863,.6620599
164917,1,retired,0,18527,0
164918,0,retired,1,5297,0
164919,1,employed,1,12319,.67426753
164920,1,employed,1,29300,.56727982
164921,0,unemployed,1,6441,0
164922,1,employed,1,9895,.79574013
164923,1,employed,1,18364,.42263535
164924,0,retired,0,4895,0
164925,1,retired,1,10758,.36417633
164926,1,employed,0,8626,.57626247
164927,1,employed,1,123964,.33294338
164928,1,employed,1,17515,.51897329
164929,1,employed,1,6662,.28248537
164930,1,unemployed,1,5156,.20522043
164931,0,retired,1,14640,0
164932,1,employed,0,35835,.13741268
164933,1,employed,0,20398,.98905718
164934,1,employed,1,6021,.62381583
164935,0,unemployed,1,0,.52102435
164936,0,employed,1,5459,.61640483
164937,1,employed,1,41260,.25962687
164938,1,unemployed,1,0,.0045670113
164939,0,employed,1,9660,.7028451
164940,0,unemployed,1,25338,.663836
164941,0,employed,1,18510,.21456218
164942,1,employed,0,20696,.13952693
164943,0,employed,1,14849,.5208891
164944,0,unemployed,1,1919,0
164945,1,retired,1,9608,.01171221
164946,1,student,0,0,.27928713
164947,1,student,0,21077,.89337415
164948,1,employed,1,18426,0
164949,1,employed,1,11702,.50070667
164950,0,unemployed,1,0,.25824702
164951,0,retired,0,7184,0
164952,1,retired,1,5899,.08264105
164953,0,employed,0,44881,.56517351
164954,1,employed,1,14837,.064233385
164955,0,employed,1,9337,.56664407
164956,0,employed,0,8622,.06016165
164957,0,employed,1,11346,.57819158
164958,0,employed,1,6203,.54342175
164959,1,employed,1,6865,.54317683
164960,1,student,0,0,.72784853
164961,0,employed,1,36103,.98818642
164962,0,employed,1,5164,.64221877
164963,1,student,0,504101,.99494255
164964,1,unemployed,0,0,.5289396
164965,1,student,0,0,.91219443
164966,1,employed,0,32095,.77782941
164967,1,employed,0,19598,.97304511
164968,1,employed,0,7265,0
164969,1,employed,1,343401,.7639432
164970,1,employed,0,22114,0
164971,0,employed,0,12424,0
164972,1,employed,0,7829,.61799413
164973,1,employed,1,17612,.58612365
164974,1,employed,1,8584,.19494174
164975,1,student,0,0,.90984988
164976,1,student,0,3989,.61657596
164977,0,student,1,0,.67575783
164978,1,employed,1,5698,.025867324
164979,0,unemployed,1,0,.5467298
164980,1,employed,1,15917,.32669893
164981,1,employed,1,10820,.54181933
164982,0,employed,1,44564,.27260241
164983,0,unemployed,1,0,.074070543
164984,1,student,0,0,.15996251
164985,1,retired,0,8875,.28901672
164986,1,student,0,0,.82935947
164987,1,employed,1,22699,0
164988,1,student,0,0,.80352128
164989,1,employed,1,8254,0
164990,1,student,0,31131,0
164991,1,retired,1,9975,.28049028
164992,1,student,0,0,.8892557
164993,0,employed,1,30677,0
164994,0,employed,0,16779,.061412375
164995,1,employed,1,6072,0
164996,1,unemployed,0,8308,.55500978
164997,1,employed,1,53474,.71886742
164998,0,student,0,0,.40327692
164999,1,student,0,49385,.79285228
165000,0,employed,1,10097,.6780079
165001,1,student,0,0,.86911631
165002,0,student,0,7770,.60351962
165003,1,unemployed,1,0,.34041846
165004,1,employed,1,14805,.74573278
165005,1,employed,1,6109,.98041588
165006,1,employed,1,10334,.62237942
165007,1,employed,1,9769,.65056014
165008,1,employed,0,5922,0
165009,1,student,0,0,.19611622
165010,1,retired,1,6195,0
165011,1,employed,0,31173,0
165012,0,unemployed,0,16585,.58141655
165013,1,student,0,0,.84966451
165014,1,employed,1,29719,.61736703
165015,0,employed,0,9429,.51639527
165016,1,unemployed,0,5779,.1931351
165017,1,employed,1,17634,0
165018,1,employed,0,139075,.81318861
165019,0,employed,1,21553,.019902119
165020,0,student,0,9280,.90219939
165021,1,employed,0,5535,.95681268
165022,0,employed,1,7261,.52313387
165023,0,employed,1,10619,0
165024,1,employed,1,32593,.34601626
165025,1,student,0,0,.87784302
165026,1,employed,1,5192,.85723847
165027,1,employed,1,14128,.62783349
165028,0,employed,1,7967,.39173535
165029,1,employed,1,13128,.61870438
165030,1,employed,1,17323,.1844891
165031,1,employed,0,54444,.51025087
165032,1,employed,1,19918,.58385545
165033,1,unemployed,1,11493,.89060801
165034,1,unemployed,1,0,.50061208
165035,1,employed,0,5937,.55672717
165036,1,employed,0,9301,.78920299
165037,0,employed,1,14147,0
165038,1,unemployed,0,8968,0
165039,1,unemployed,1,27169,0
165040,1,employed,1,9797,.5142622
165041,1,employed,0,13764,0
165042,0,retired,1,7070,0
165043,0,student,0,0,.82182825
165044,1,employed,1,34539,.70088816
165045,1,employed,1,7198,.56548285
165046,0,student,0,15178,.72262752
165047,1,employed,1,31983,.62418562
165048,1,employed,1,6254,.74985832
165049,1,employed,1,6280,0
165050,1,employed,0,9864,.86070615
165051,1,employed,1,27914,.98233485
165052,0,employed,0,111096,.34506571
165053,1,retired,1,5680,.29054439
165054,1,retired,0,6213,.19479528
165055,1,employed,1,33306,.57514799
165056,0,employed,1,5184,0
165057,1,unemployed,1,0,.25836545
165058,1,employed,1,14932,0
165059,1,employed,1,7362,.17437765
165060,1,employed,1,29680,.16196257
165061,1,employed,1,8753,0
165062,1,unemployed,1,0,.25897488
165063,1,student,0,0,.92821097
165064,1,student,0,0,.06806156
165065,1,employed,1,33234,.36578211
165066,1,employed,1,14867,0
165067,0,employed,1,9505,0
165068,0,employed,0,14606,.88627732
165069,1,student,0,0,.11122268
165070,0,employed,0,64565,.062404025
165071,1,employed,0,9687,.93889987
165072,0,employed,1,13876,.77238864
165073,1,employed,1,8344,0
165074,1,employed,1,5706,0
165075,1,student,0,4980,.37727237
165076,0,employed,1,67912,.86449873
165077,0,employed,0,8233,0
165078,1,student,1,16167,.57440174
165079,1,employed,1,15671,.13337135
165080,0,employed,1,6310,0
165081,1,employed,1,7148,0
165082,0,employed,1,31385,.63592422
165083,1,employed,0,24349,.12011558
165084,0,retired,1,6755,0
165085,1,employed,0,19348,.57110906
165086,0,employed,1,46238,.24911033
165087,1,student,0,0,0
165088,1,employed,0,21081,.32736564
165089,0,employed,1,5913,.68376702
165090,0,student,0,6636,.99556619
165091,1,retired,1,14646,.12282151
165092,1,employed,1,48020,.60822517
165093,1,employed,0,39130,.69805014
165094,1,employed,0,27947,.23486838
165095,1,unemployed,1,30670,0
165096,1,employed,1,12635,.65343678
165097,0,employed,1,20816,0
165098,1,employed,0,12212,.57794082
165099,1,employed,0,6787,0
165100,1,retired,0,6137,.24145499
165101,0,unemployed,0,0,.6543833
165102,1,employed,0,6349,0
165103,1,student,0,0,.76649779
165104,1,unemployed,0,11347,.63567805
165105,1,employed,0,13369,.88106877
165106,1,employed,1,7174,0
165107,1,employed,1,23008,0
165108,0,employed,0,7049,0
165109,1,retired,1,12993,.22986057
165110,1,retired,1,6474,.30218413
165111,0,retired,0,5840,.29709238
165112,0,unemployed,1,78663,.88882244
165113,1,student,0,0,.80220151
165114,1,employed,1,8740,0
165115,0,employed,1,35499,.050484329
165116,1,employed,1,14424,.37487394
165117,0,employed,1,8619,0
165118,0,student,0,11063,.53210771
165119,1,unemployed,1,0,.84411019
165120,1,employed,1,8979,.14553118
165121,1,employed,1,18672,.070602715
165122,1,student,0,8456,.97476488
165123,1,employed,1,26423,0
165124,0,employed,0,13513,0
165125,1,employed,0,10842,.58316076
165126,1,employed,0,14726,.22491504
165127,1,employed,1,12385,.48394805
165128,1,employed,0,8749,.23751719
165129,0,employed,0,6597,.5831573
165130,1,employed,0,5548,0
165131,1,employed,1,10089,.21606398
165132,0,student,0,5280,.85317856
165133,1,student,0,0,.8776539
165134,1,employed,1,32834,.34958282
165135,1,unemployed,1,0,.65944666
165136,1,student,0,4686,.88132989
165137,0,unemployed,0,10352,.85473752
165138,1,employed,0,6151,.10803978
165139,0,student,0,4386,.94881213
165140,0,employed,1,9051,.24369262
165141,1,student,0,0,.18908939
165142,1,retired,0,5465,.26921931
165143,1,employed,1,17948,.09233252
165144,0,employed,1,5924,.58516735
165145,1,retired,1,7055,0
165146,0,unemployed,1,0,.66072643
165147,1,employed,0,5626,.81145054
165148,1,retired,1,924849,.21744409
165149,0,employed,0,13624,0
165150,1,student,0,8349,.24580149
165151,1,student,0,0,.0071536899
165152,1,unemployed,1,0,.71639162
165153,1,employed,1,11478,.52638775
165154,0,retired,1,3185,.29449302
165155,1,employed,1,20319,.63499629
165156,1,employed,1,8929,.58017522
165157,1,employed,1,17332,.38336259
165158,1,employed,0,13445,.3543686
165159,1,student,0,15170,.81167763
165160,0,employed,1,18897,.57271945
165161,1,employed,1,9403,.59297496
165162,0,retired,1,35493,.17976171
165163,1,employed,1,8138,.088605911
165164,1,employed,1,30219,.51391119
165165,1,student,0,0,.75408912
165166,1,employed,1,9176,.30061829
165167,1,employed,0,15782,.19672757
165168,0,employed,1,11485,0
165169,1,student,0,0,.85061687
165170,1,unemployed,1,0,.58397686
165171,1,student,0,11713,.85035938
165172,1,student,0,13280,.89117956
165173,1,retired,1,12753,.2238162
165174,0,retired,1,2283,0
165175,1,employed,1,6404,0
165176,1,employed,1,25046,.43902528
165177,0,employed,0,22973,0
165178,1,employed,1,17931,0
165179,1,employed,1,5738,.57394266
165180,1,employed,1,5471,0
165181,1,employed,0,6457,.74349964
165182,1,employed,1,6139,.8312704
165183,1,employed,1,8213,0
165184,1,employed,1,14139,.54640442
165185,1,unemployed,1,0,.15681401
165186,1,unemployed,0,0,.88082498
165187,0,employed,0,187213,.17752889
165188,1,student,0,5095,.02950855
165189,1,unemployed,1,29227,.78975475
165190,0,employed,0,9331,.84373564
165191,0,retired,0,2321,0
165192,0,employed,0,24404,.65953362
165193,1,retired,0,31030,0
165194,1,employed,1,27877,.77166522
165195,1,employed,1,5735,0
165196,1,unemployed,1,0,0
165197,0,employed,0,12698,.8152501
165198,1,student,0,4727,.84378749
165199,0,employed,1,4550,.4240517
165200,0,employed,1,5329,.52272785
165201,1,employed,1,9455,0
165202,1,employed,1,19482,.48316497
165203,1,employed,1,25052,0
165204,1,student,0,0,.9828757
165205,0,employed,0,5706,.50406331
165206,1,unemployed,1,0,.57478023
165207,1,student,1,0,.98030478
165208,0,retired,0,3006,.037217896
165209,1,employed,1,22944,.66530746
165210,0,employed,0,13437,.71632725
165211,1,employed,1,75085,.48723733
165212,1,employed,1,5504,0
165213,1,student,0,0,.99215382
165214,0,unemployed,1,15331,.11662773
165215,1,employed,1,6681,.039180636
165216,1,employed,1,422125,.98782176
165217,0,retired,0,2961,0
165218,1,student,0,0,.56714541
165219,1,employed,1,9297,.88545048
165220,1,employed,0,13410,.82614517
165221,0,employed,1,22866,.73037136
165222,1,student,0,0,.83439374
165223,1,employed,1,99071,.10030296
165224,1,employed,1,16372,.54153836
165225,1,retired,1,13060,0
165226,1,employed,1,99067,.61995572
165227,0,employed,0,26807,.62152398
165228,1,student,0,0,.93166333
165229,1,employed,0,42337,0
165230,1,student,0,0,.98048121
165231,1,employed,0,10930,.022143649
165232,1,employed,0,8055,.84919423
165233,1,employed,1,7018,0
165234,1,employed,0,7463,.16523181
165235,0,unemployed,1,6190,.78410053
165236,0,employed,1,5508,0
165237,1,employed,1,19467,.82269031
165238,1,retired,1,5063,0
165239,0,employed,1,22146,0
165240,0,employed,0,120146,.57587969
165241,1,retired,1,467,0
165242,1,student,0,0,0
165243,1,employed,1,16836,.090880699
165244,0,student,0,21173,.9804197
165245,1,employed,0,124946,.61784077
165246,1,employed,1,15284,.57359421
165247,1,retired,1,4755,.26585516
165248,0,employed,0,6674,0
165249,0,employed,1,5790,.5922727
165250,0,employed,1,154402,0
165251,1,employed,1,16412,.8927381
165252,0,employed,1,10873,.69291687
165253,1,student,0,5985,.33843613
165254,0,retired,0,4359,.086043164
165255,0,employed,0,21829,.50820339
165256,1,employed,1,36866,.041993197
165257,1,employed,1,9549,.50424826
165258,1,employed,1,51067,.1659487
165259,1,retired,1,9211,.20135967
165260,1,employed,1,7418,.19553997
165261,1,employed,1,8537,.62559676
165262,1,unemployed,1,60227,.40574166
165263,1,employed,1,15397,0
165264,0,employed,1,23368,.67891675
165265,1,employed,0,6914,.57054579
165266,1,student,0,60357,0
165267,0,unemployed,1,0,.099078767
165268,0,retired,1,10794,0
165269,0,employed,1,34705,0
165270,1,employed,0,12613,.5020017
165271,1,student,0,0,.87933582
165272,1,unemployed,1,0,.84174109
165273,1,employed,1,10730,.7972526
165274,0,employed,1,15180,.12644558
165275,1,employed,0,44682,.80237579
165276,1,employed,1,19997,.17943297
165277,1,employed,0,12840,0
165278,1,employed,1,19102,.74598289
165279,1,employed,1,142628,.80308217
165280,1,employed,0,7504,0
165281,1,employed,0,7484,0
165282,0,unemployed,0,0,0
165283,1,employed,0,14254,.66119266
165284,1,employed,0,5319,.4592163
165285,0,employed,1,8945,.23996748
165286,1,student,0,0,.83480865
165287,1,employed,0,43233,.76086509
165288,1,unemployed,0,19089,.74861121
165289,1,employed,1,6848,.51149648
165290,1,employed,0,38329,0
165291,1,employed,0,145836,.62172902
165292,1,student,1,20033,.26188713
165293,1,employed,1,11004,.86761504
165294,1,retired,1,7255,0
165295,1,employed,1,17593,0
165296,1,retired,0,15035,.38669473
165297,1,student,0,39675,.81693077
165298,0,employed,1,80218,.0070893769
165299,0,unemployed,1,0,.053798053
165300,1,employed,1,5104,0
165301,1,employed,1,8496,.7718305
165302,0,unemployed,1,0,.154706
165303,1,employed,1,7796,0
165304,1,employed,1,32902,0
165305,0,unemployed,1,15071,.76085818
165306,0,student,0,3421,.83377445
165307,0,unemployed,0,0,.59716487
165308,1,employed,1,7481,0
165309,1,unemployed,1,10327,.81059283
165310,1,employed,1,13646,.24426036
165311,0,retired,1,3607,.17486665
165312,1,employed,1,9047,.93517137
165313,1,employed,1,13357,0
165314,0,employed,1,21193,.15250111
165315,1,student,0,24468,.4605009
165316,1,employed,1,24806,0
165317,1,employed,0,12877,.5921877
165318,1,employed,1,13381,.089219414
165319,1,unemployed,1,0,.11586843
165320,1,employed,0,17198,.41878724
165321,1,employed,1,48685,.71730816
165322,1,employed,0,71616,.18986842
165323,1,student,0,0,.86211532
165324,1,student,0,0,.90611684
165325,1,retired,1,10950,0
165326,1,employed,1,6063,.72062677
165327,0,employed,1,5578,.61575097
165328,0,employed,1,16452,.47056264
165329,1,employed,1,18273,.51993012
165330,1,employed,0,17347,.65994561
165331,1,employed,1,10600,.65226889
165332,1,employed,1,39647,.57538849
165333,0,employed,1,12031,.54098707
165334,1,student,0,0,.75898105
165335,1,unemployed,1,0,.33180839
165336,1,employed,0,75946,0
165337,0,employed,0,37987,.71615118
165338,1,student,0,0,.89826936
165339,1,employed,1,6684,.8027826
165340,1,employed,0,8936,.44743279
165341,1,unemployed,1,0,.73154825
165342,1,employed,0,40926,.63718253
165343,1,employed,1,5871,.54824722
165344,1,employed,1,16161,.79838449
165345,1,employed,1,29187,.12765588
165346,1,employed,1,255945,.0062415949
165347,1,unemployed,1,11227,0
165348,0,employed,0,6642,.40725508
165349,0,retired,1,15434,.38655257
165350,0,student,0,0,.91075873
165351,1,retired,0,15919,0
165352,1,student,0,0,.60932982
165353,1,employed,1,15755,.64698321
165354,1,unemployed,1,0,.79257822
165355,0,employed,1,10634,.61790061
165356,1,employed,1,8410,.27209795
165357,0,unemployed,1,0,0
165358,0,employed,1,11250,.14702795
165359,1,employed,1,35042,0
165360,1,employed,0,9351,.75755894
165361,1,student,0,6677,.82125938
165362,1,employed,0,45662,.73999476
165363,1,employed,0,18642,.197669
165364,0,employed,0,28381,.058985487
165365,0,employed,1,9477,.034944605
165366,1,unemployed,1,30925,.80734801
165367,1,employed,0,17525,0
165368,0,employed,1,7933,0
165369,1,employed,1,5857,.54965293
165370,1,student,0,0,.3597874
165371,0,employed,1,5063,.81052053
165372,0,employed,0,13064,.4750073
165373,1,employed,0,5597,0
165374,0,retired,1,4198,.22394423
165375,1,employed,1,9247,.2274859
165376,1,employed,1,5514,.14635521
165377,1,employed,1,6326,.530361
165378,0,employed,1,19755,.49933416
165379,1,student,0,3187,.9367795
165380,1,student,0,0,.90336215
165381,1,employed,1,37240,.57262868
165382,1,student,0,0,.27219552
165383,1,unemployed,1,33448,.4242664
165384,1,employed,0,29334,0
165385,1,employed,0,13280,0
165386,1,employed,1,13336,.86081076
165387,1,employed,1,31712,0
165388,1,employed,1,10155,.30083165
165389,1,unemployed,1,0,.63090485
165390,1,unemployed,1,0,.072790824
165391,0,employed,0,9299,.79767829
165392,0,student,0,0,.9151029
165393,0,employed,1,7738,.38918963
165394,1,employed,1,26404,.66255224
165395,1,retired,1,1970,.19851403
165396,1,student,0,25204,.85312426
165397,1,employed,1,12343,.18156992
165398,1,employed,1,28186,.40696576
165399,0,unemployed,1,13521,.8841272
165400,0,employed,1,6721,.58686602
165401,0,employed,1,11203,.25208688
165402,1,employed,0,6743,.77170837
165403,1,employed,1,27113,.56137419
165404,0,employed,0,18574,.67061996
165405,0,employed,0,12626,.95829582
165406,1,employed,1,9861,.065938398
165407,1,unemployed,0,8185,0
165408,1,employed,1,31667,.15976182
165409,1,employed,0,11411,0
165410,1,employed,1,7107,.51692075
165411,1,student,0,6646,.92703223
165412,1,employed,1,5595,.78174061
165413,1,employed,1,20589,.15504763
165414,1,employed,1,10817,.5729546
165415,1,employed,1,12051,.61831933
165416,0,student,0,0,0
165417,1,employed,1,8674,.47404063
165418,1,retired,1,1812,0
165419,1,unemployed,1,7793,0
165420,1,unemployed,0,11166,0
165421,0,employed,1,38313,.7931602
165422,1,retired,1,3639,.14738688
165423,0,employed,1,11012,0
165424,1,employed,1,29492,.77666897
165425,1,retired,0,7076,.23131005
165426,1,student,0,0,.95375627
165427,1,employed,1,8062,.53580064
165428,1,employed,1,18153,0
165429,0,employed,1,13188,.98929572
165430,1,employed,1,8458,0
165431,0,student,0,4534,.84812915
165432,1,retired,1,7172,0
165433,1,employed,0,19009,0
165434,0,student,0,11336,.745987
165435,1,employed,1,8758,.93257219
165436,1,employed,1,29289,.23970942
165437,1,employed,1,38654,.55555719
165438,0,unemployed,0,0,0
165439,1,employed,0,10683,.56881356
165440,1,employed,1,10612,.5783295
165441,0,employed,1,13066,.16473348
165442,0,retired,1,6470,0
165443,1,employed,1,127347,.56821227
165444,1,employed,1,25220,.53790534
165445,1,employed,1,13419,0
165446,0,employed,1,14522,.084442906
165447,1,student,1,0,.95354903
165448,0,employed,0,10951,.36681932
165449,1,employed,0,136036,.046438854
165450,0,unemployed,1,0,0
165451,1,employed,1,9252,.48232982
165452,1,employed,0,12657,0
165453,1,employed,1,15409,0
165454,1,employed,1,17168,.98649949
165455,1,employed,1,7981,.79386806
165456,1,employed,1,29304,.37522936
165457,1,employed,1,5494,.36760607
165458,1,employed,1,25019,.82637388
165459,1,employed,1,5789,0
165460,1,student,0,0,.96289462
165461,0,employed,1,13543,.75176996
165462,1,employed,1,9195,.62318903
165463,1,student,0,0,.51307952
165464,1,employed,0,24648,.76692295
165465,0,employed,0,8875,.21275467
165466,1,unemployed,0,47725,.91514838
165467,1,unemployed,1,0,.91322988
165468,1,student,0,2762,.9416557
165469,1,employed,0,5906,.45530239
165470,0,employed,0,16526,.53497005
165471,1,employed,0,170592,.73476768
165472,1,employed,1,245864,.67270803
165473,1,unemployed,1,20154,.53674769
165474,1,employed,0,11856,.58096087
165475,1,unemployed,1,0,.59001511
165476,0,employed,1,6655,.030282302
165477,0,employed,1,5848,.83476478
165478,1,employed,0,8133,.2109412
165479,1,employed,1,33108,.71078533
165480,1,employed,1,18457,0
165481,0,employed,1,13219,.70638609
165482,1,unemployed,1,29011,0
165483,0,employed,1,10041,.82056546
165484,0,retired,1,3793,0
165485,1,employed,1,9987,.74729037
165486,1,student,0,7912,.95263046
165487,0,employed,0,6375,.67305839
165488,1,retired,1,6192,.1333271
165489,1,employed,1,43966,.1944837
165490,0,employed,1,15151,.24711816
165491,1,retired,1,18094,.22537048
165492,1,employed,1,5766,.56664044
165493,1,student,0,0,.9404155
165494,0,employed,1,91495,.21944706
165495,0,student,0,7203,.54342109
165496,0,retired,1,7659,0
165497,1,employed,0,48361,.96488827
165498,1,employed,1,17708,.71369469
165499,1,employed,1,9193,.62440312
165500,1,employed,0,10617,.031007731
165501,1,employed,0,7816,.93449545
165502,1,employed,0,30876,.75315106
165503,1,employed,1,10500,0
165504,1,retired,1,13640,.051984824
165505,1,student,1,0,.31735149
165506,1,employed,1,46934,.64431959
165507,1,employed,1,8222,.81972229
165508,1,employed,1,9975,.62883478
165509,1,employed,1,15861,.10826542
165510,1,student,0,12110,0
165511,1,employed,1,5833,.14596078
165512,1,retired,1,8401,0
165513,1,employed,1,11131,.034870863
165514,1,unemployed,1,9604,.71400332
165515,1,employed,0,8054,0
165516,1,employed,0,6990,.18704902
165517,1,employed,1,24150,.38185346
165518,0,student,0,0,.89993292
165519,0,employed,0,5939,.89935851
165520,1,employed,1,7977,.033776518
165521,0,unemployed,1,6910,.63277459
165522,1,employed,1,47757,0
165523,1,employed,1,6095,.5593257
165524,1,employed,0,9398,0
165525,0,retired,1,10411,.34603122
165526,1,retired,1,12099,.30536869
165527,0,retired,1,7099,.088105224
165528,1,student,0,32492,.17410931
165529,0,employed,1,13081,.52280641
165530,0,employed,1,5456,.56324768
165531,1,employed,0,9216,0
165532,1,student,0,8014,.49233556
165533,1,employed,1,21877,.66427833
165534,1,student,0,18047,.98372847
165535,1,unemployed,1,19690,.63426769
165536,1,employed,1,8866,.4312903
165537,1,employed,1,7977,.72714931
165538,0,student,0,0,.84241456
165539,1,retired,1,21667,0
165540,1,student,1,0,.86412323
165541,0,employed,0,6770,.73378539
165542,1,retired,1,2154,.25179005
165543,0,unemployed,1,0,.79872638
165544,1,employed,1,11913,0
165545,1,student,0,0,.75367755
165546,1,employed,1,143687,.60299426
165547,0,unemployed,1,11833,.83708042
165548,1,employed,1,466077,0
165549,0,unemployed,1,0,.67874813
165550,1,employed,1,135391,.62147844
165551,0,retired,0,5326,.25110611
165552,1,employed,1,10046,.20737359
165553,1,employed,1,13365,.13576601
165554,1,employed,1,25489,.020273002
165555,1,employed,1,8978,.7295388
165556,1,employed,1,7579,0
165557,0,employed,0,25901,.6240021
165558,0,employed,1,9970,.62889451
165559,0,unemployed,1,13708,.60275882
165560,1,student,0,0,.37608838
165561,1,employed,1,9030,0
165562,0,employed,1,11820,.55442005
165563,1,employed,1,40188,0
165564,1,unemployed,1,10374,0
165565,0,employed,1,17179,.93556094
165566,1,employed,1,10633,.084084615
165567,1,employed,1,8438,.42781529
165568,1,employed,1,6221,.4641917
165569,1,employed,1,51594,0
165570,0,retired,0,45782,.3021208
165571,1,unemployed,0,0,.7261675
165572,1,employed,1,18555,.51715231
165573,1,employed,1,33142,0
165574,1,employed,1,7046,0
165575,1,unemployed,0,36288,0
165576,0,employed,1,15622,.51301193
165577,1,employed,0,23324,.76995105
165578,1,employed,1,7634,.14612514
165579,0,student,0,0,0
165580,1,student,0,3793,.74200976
165581,1,employed,1,50442,.58777452
165582,0,retired,0,2928,.22370169
165583,0,student,0,3528,.89768577
165584,1,employed,1,8638,.27407429
165585,0,student,0,0,.35522628
165586,1,retired,1,3534,.22634271
165587,1,employed,0,10994,.016700115
165588,1,employed,1,42120,.58490235
165589,1,employed,0,62429,.38719127
165590,1,employed,0,49016,.73082972
165591,1,retired,1,10780,.13698095
165592,1,student,0,0,.88279283
165593,1,employed,1,6470,.15959832
165594,1,employed,1,11939,.12107226
165595,0,unemployed,1,6421,.049534176
165596,1,employed,1,6852,.74913079
165597,0,employed,1,10703,.13087061
165598,1,employed,1,8068,.48827112
165599,1,employed,0,7769,.13909112
165600,1,employed,1,7953,.60782456
165601,1,employed,0,8716,.50511199
165602,1,student,0,8333,.93493944
165603,1,retired,0,5669,.2628479
165604,0,retired,0,30725,0
165605,1,employed,1,30555,.49520007
165606,1,employed,1,7254,.19403523
165607,1,student,0,0,.73163122
165608,1,employed,0,5780,.61018711
165609,0,student,0,7115,.8975178
165610,0,employed,1,19346,.9413532
165611,1,employed,1,157640,0
165612,1,employed,0,7405,.0078448541
165613,1,employed,1,28000,0
165614,1,employed,1,9680,.57882202
165615,1,employed,1,53652,0
165616,1,employed,1,9381,.54456639
165617,1,employed,1,96839,.89642286
